id,modelId,description,category,topLevelSynsetId,subSynsetId
118246,eff2f84104e78435d6f4cef762589739,square base table with all sides packed with legs and square base made of glass and legs are made of wood,Table,04379243,20000040
118245,f58b9e92e45367326c3484ac7eef025f,A round shaped table with grey colored glass at top and black color at bottom portion.,Table,04379243,03063968
118244,45d1e19ee0b79df377e131ed5f0fcc86,Long rectangle one sided seater. Four seaters without back support.,Table,04379243,04379243
118243,f1695a9ec05b757ec7cb90e4399b486d,A white colored rectangular shaped wooden table,Table,04379243,04379243
118242,76c01c98aba64318fafec1d6d9ed06d,"Brown table, square in shape with bottom shelf.",Table,04379243,20000040
118241,82e1c0b874b0a9e035cd53a06b1d2317,two sided leg with square base and rack in the middle of the base made of wood,Table,04379243,03179701
118240,d312c70dfc7017e9c55161a63fbd109a,Squared wooden dining table. Made of complete wooden materials.,Table,04379243,04379243
118239,a59f0a9956137c0735962325b2299f4c,"rectangular shaped table with metal base and glass surface, transparent smooth surface , grey colored metal base, legs are splayed.",Table,04379243,04379243
118238,8be1ff29a5088b482822b5101b06e070,two board sided leg made of steel with rectangle base green in color looks simple,Table,04379243,03179701
118237,2c6d08c15a19891079dea5ba5d13aa5e,"Rectangular table, black in color with a blue glass top.",Table,04379243,04379243
118236,63dfe6b72c3bbde9f51f77a6d7299806,Well designed vintage wooden with steel table. Living room glass material.,Table,04379243,04379243
118235,de6f494dbebd91ede057b217c7790618,A square shaped glass surface table with wooden base,Table,04379243,03063968
118234,4b237530ff7c8c064b2ec20c30ace65f,two board sided leg with racks made of steel and rectangle base light grey in color,Table,04379243,03179701
118233,175b6c97de52974a8f27e336794e60cf,A square shaped brown colored wooden table,Table,04379243,04379243
118232,d5bd6ea417eba6ce456cbf78e1e89022,four leg square base chair with good comfort and handle with pad looks simple and elegant made of cushion,Chair,03001627,03001627
118231,f68c32ea1e6cecd3c48d90eef8384210,"rectangular shaped wooden chair with grey color, brown sponge on the seating area, with back rest and no arms rest.",Chair,03001627,03001627
118230,a6d282a360621055614d73f24792753f,four leg chair with square base and comfort back and light brown color looks simple,Chair,03001627,04331277
118229,1aaaed47c3a77219f2b931201029bc76,Canteen dining table with single leg. Square in shape with 4 seaters.,Table,04379243,04379243
118228,bcb349231b83952a3da27ece6ae88fff,four leg square base table made of wood and foot rest and glass in the middle of the base looks simple and elegant,Table,04379243,04603729
118227,ac1f8fe1e544b87fc798432661977bc1,"A brown wooden table with four tall legs. Each two legs are interconnected,",Table,04379243,04379243
118226,8cfc69d79fca89223a4a5c95fa1b0032,Chair handcrafted of powdercoated iron with exposed brass weld marks. Fiber and cotton poly Cushion fabric. poly based foam.,Chair,03001627,20000022
118225,30083f20e81ba69b593ebeeedbff73b,four leg cushion chair with handle light brown color and comfort back looks stylish,Chair,03001627,20000027
118224,782a5262c3d349e3c3bd24f986301745,a special shaped table. no special legs. a single pieced one.,Table,04379243,04379243
118223,acfd2b0f06c128d72157d75d50a75b71,"rectangular shaped wooden chair with black and maroon color, back rest and arms rest is provided, legs can be designed to swing front and back.",Chair,03001627,04099969
118222,30ef2e867e365b735445e46058840642,two leg rectangle base table made of wood dark brown in color,Table,04379243,04379243
118221,4a672cf09d7fdb7c83b06dcdd869d9ac,A chair with brown legs and arm rest. The cushions are orange in color.,Chair,03001627,02738535
118220,fe621b83750698a6855931d119219022,A black colored rectangular shaped glass table,Table,04379243,03092883
118219,7ee46c6f7c028fc6d661ff085a0f14b7,Completely wooden material seat and back. Legs are made of Steel material.,Chair,03001627,02738535
118218,22b4c1176e8433134ea79bdd828d5828,four leg rectangle base table and design look simple made of wood and light brown in color,Table,04379243,04379243
118217,47758895632d44efba4e573e8ad2f887,A brown colored rectangular shaped wooden table,Table,04379243,04379243
118216,e4b40369894a16ce6821a1e68ba5ebab,Black coated foam chair. Strong teak wood leg and seat are completely foam.,Chair,03001627,03001627
118215,3789c5b85f49b21ef7628281ecb18112,four board sided leg chair with cushion base and comfort back with handle made of wood light brown in color,Chair,03001627,20000027
118214,575e42b02249f2b3b87a068961a20739,A brown wooden table with legs that are interconnected.There are open drawers also,Table,04379243,03179701
118213,e5b6a3cf96b36a1613660685f1489e72,"A black chair with two parts of back sides, and handle",Chair,03001627,02738535
118212,3838d78a4b4a76282027cee422df2aa3,Long steel bed with colored in grey. Steel and wood material.,Table,04379243,20000037
118211,a927b0088531dec823500a5b036df62e,A dark brown colored wooden and glass combination table,Table,04379243,04379243
118210,9d57cb805345d761beedb4c8fd29e2d1,A round grey table with four legs which are interlinked.,Table,04379243,03179701
118209,a62bf8818c8aec7062a510b8f97c658e,green color chair. endowed with four legs.beautiful one.,Chair,03001627,04331277
118208,446430548f6ac25ef25f6a97c97019cf,Well equipped designed chair with foam material. Designed back seat holed.,Chair,03001627,04331277
118207,28710bbf732bd651c955e5ed03ef3a2f,"rectangular shaped metal table with grey color, smooth surface, only three legs are provide,looks modern.",Table,04379243,04603729
118206,bdd57499bf64fab6bf80985a99195eb8,A chair with tow grey legs in the front and one broad leg on the back side.There is a designed cushion also.,Chair,03001627,03001627
118205,825c5f7bad217f49d96790493cac7283,Living room coffee table with greenish colored. Wood material with long rectangle in shape.,Table,04379243,04379243
118204,46bd3baefe788d166c05d60b45815,A single seated brown colored wooden table,Chair,03001627,03001627
118203,11fc4731e38789e0210283402c81dbf4,A brown table with vertical stripes and four legs,Table,04379243,04379243
118202,b9c5de845a1f5ccf23f93d9b8d14f53c,A rectangular shaped wooden table with trey,Table,04379243,03063968
118201,c1d4fcbf5bb6ad11c5beea20858a99d5,Vintage Heighted Leather Seat Bar Stool. Leather material with steeled leg.,Chair,03001627,04331277
118200,1157d8d6995da5c0290d57214c8512a4,wooden chair. endowed with four legs.arch shaped chair back.,Chair,03001627,03001627
118199,4bdbecfbc925219157915a20ae9ec6b6,A ash color square table with four long stand,Chair,03001627,03001627
118198,f252711946bff75aa5234533e6540c01,A brown and grey table with long grey legs.,Table,04379243,04379243
118197,af7331f7b96ebed663b2acb037dfbcde,A black colored single seated chair with four legs,Chair,03001627,02738535
118196,6eb19c354c19e759d5883ca9b41ac387,A rectangular shaped wooden table with four legs,Table,04379243,04379243
118195,e8599df1d0465e3811f3906fc1b00350,"rectangular shaped wooden table with cream color , smooth surface, legs are small in size, and the body is thick in size.",Table,04379243,20000037
118193,1949b4cd6b88fa0713a5873d239ac557,A ash color rectangle table with four legs,Table,04379243,04379243
118194,482a76d14781e55e25374da32e705c,Ordinary dining table with 4 seaters. Grey colored with square in shape and with wood material.,Table,04379243,04379243
118192,5ab67b30e17a2ed1c862eec8232fff1e,A grey cushioned chair with four brown legs.,Chair,03001627,04331277
118191,22f7d658bf2d65da2933f312813ce997,Comfortable Lounge chair with yellowish in color. Header is topped with a small rounded pillow curtain like. Legs are made of steel and strong pillared.,Chair,03001627,03001627
118190,861251082f0935c6990561fc34164364,A orange colored single seated chair with four legs,Chair,03001627,04331277
118189,c0f2673cb32574014e972edcee1ee23,A brown and grey wooden chair with small legs,Chair,03001627,04331277
118188,7fb336186da77367962800be79c6e52,A multi seated brown colored chair with a cushion,Chair,03001627,03001627
118187,29b70ee8da440240de98d10ab5975b59,a special type of table.its upper portion is flat and glass made.,Table,04379243,04379243
118186,e77d26aa88ec531cc17e7f250c5222bd,A short but long rectangular shaped white and grey table,Table,04379243,04603729
118185,3026908df3400c1a11d9b84664f8595c,A tall grey wooden chair for referee is nice,Chair,03001627,20000022
118184,a814fbd363007fcfd93cf5f5bfd78ab4,A ash color glass table with waves style stand,Table,04379243,04379243
118183,e1bdefc225831db150fa82c2f036109a,A white colored rectangular shaped glass surface table,Table,04379243,03063968
118182,64f885f39752807c6c63b8b48495261a,A luxurious looking brown wooden chair with black at top,Chair,03001627,03001627
118181,10cd74fb0af8021fbf7cf6012a0af9fc,Designed table tennis pros with the arched metal structure provides balance and stability. Long rectangle in shape with a coat in the middle of the table.,Table,04379243,04381587
118180,e6a5c9fdb609d00a5ff6fe84f53e00a5,A a perfect for outdoor black chair with brown,Chair,03001627,03001627
118179,cb5f7944ec02defcc6a2b7fc00a47507,An awesome and very elegant yellowish soft chair,Chair,03001627,20000027
118178,ea7e09260babc698983c05814b11dc86,A pink colored single seated wooden chair,Chair,03001627,03001627
118177,43a7d89c62a2fa86a5aee46eeae32d13,A unique design luxurious looking grey table,Table,04379243,20000041
118176,2ec33e8b457ac0fa278d386bfa54545,A tall rectangular shaped white wooden table,Table,04379243,04379243
118175,d6579d7c278cb9a47f093285855bdfd7,A simple solid white wooden chair for children,Chair,03001627,03001627
118174,195464ae11f6bfe1cba091e036bf65ed,Attractive seat back with cushion covered chair. Polyurethane appearance.,Chair,03001627,03001627
118173,e922bbf8088552badd7092ed47061a36,A black sofa with cushions and all sides hold pipes,Chair,03001627,20000027
118172,8bfdaf14a1b271954be714694b176f45,An antique tall and long brown wooden rectangular table,Table,04379243,04379243
118171,d1e01c36346b4b839abebb636ba42f4,A great design yellowish wooden rectangular table,Table,04379243,04379243
118170,98ef942e35e90be3de8d5f2cba401802,A simple and antique design brown wooden chair,Chair,03001627,04331277
118169,1d8536c4e1b1b8eec5ae767f471fad27,Living room teapoy with greenish colored table. Under the table a items tray is available.,Table,04379243,20000040
118167,dd197fdad7f339cbe8b31d97326b3fa0,A great looking brown hexagon shaped brown wooden table with only 1 base,Table,04379243,04379243
118168,72cfb60a075369ab7252c133a7e17d94,long table. its has no separate legs. it is fully made of glass.,Table,04379243,03063968
118166,2ec13926519716142b0659b9edd2a3d1,A simple but awesome design black wooden table,Table,04379243,03179701
118165,2592e69aaa2344292463e74275a0e3c,A simple but nice looking grey colored chair,Chair,03001627,03001627
118164,7aefbd0f95e0e9653b09cd02500a89ae,A short but long glass table with brown wooden table,Table,04379243,04379243
118163,679f9dd2f3d8c52e2de61958ac6aebbc,Big Rectable snooker or billiards table with six pinned holes. Green warmed sheet covered entire rectangle.,Table,04379243,03982430
118162,2873620cf8be87ec798432661977bc1,A short but awesome looking brown wooden table with a rectangular shape,Table,04379243,04379243
118161,2c2fbe0622220e7cf51f77a6d7299806,four long legged chair. its seat and chair back is cushion made.,Chair,03001627,20000027
118160,de3e16703bf6581df050758b903e6054,A huge and very nice dirty white colored soft chair with brown,Chair,03001627,20000027
118159,38afa26a419ea3abed040525648fc6d7,"rectangular shaped wooden table with brown color, back rest is provided and no arms rest, legs are curved designed.",Chair,03001627,03001627
118158,3ae2857e04641093b0957d845ac33749,metal pipe type chair. black color. it has hand rest and chair back.,Chair,03001627,20000020
118157,c07c96f19ea1d431d4f67da0de6a1054,A short white wooden chair for children is perfect,Chair,03001627,04331277
118156,49aa713bec70ee1f1104b8f54582c707,A simple but nice white wooden chair with a simple design,Chair,03001627,03001627
118155,62aac1b94f2b98cb9f9a4edc4751ad63,A simple brown wooden chair is solid for outdoor,Chair,03001627,04331277
118154,8cebe5dcfa2b907f47c638c0eee4a2b3,Canteen dining table with one side covered. Three seaters with open rectangle in shape.,Table,04379243,03179701
118153,3c9a23693b76e2f8acb16624e184454c,A great looking and luxurious brown wooden table,Table,04379243,03063968
118152,6db2255a51caf84e823e7e244bf84209,it has no hand rest. its legs are thick.wooden made table.,Chair,03001627,03001627
118151,46323c7986200588492d9da2668ec34c,A simple looking white office chair with 5 feet,Chair,03001627,04373704
118150,5de144376ad2826329909e9b8d8324a,A short square shaped glass table with grey colored base,Table,04379243,03063968
118148,35c2de57ee36f652492d9da2668ec34c,A unique design white simple office chair,Chair,03001627,04373704
118149,1e0580f443a9e6d2593ebeeedbff73b,"rectangular shaped sponge chair with whitish color, two back legs are splayed towards back side, there is back rest but no arms rest.",Chair,03001627,03001627
118147,262f3ee836b6b023c5beea20858a99d5,Ivory rounded table with single basket leg in shape. Silver metal colored.,Table,04379243,04379243
118146,41101b30e8a82faaa640b0223e089df8,a two layered table. it has four legs. wooden made table.,Table,04379243,20000041
118145,53f01d977de993442ea98d69e91ba870,An antique brown wooden chair is perfect for grandparents,Chair,03001627,04099969
118144,311e72dd86f0daa981a172d69c52a28a,A simple looking brown wooden chair with a stainless steel base,Chair,03001627,20000020
118143,ee665ce6679ac8cfb502ac2eb9128f9a,A brown wooden chair with cushion and four legs,Chair,03001627,03001627
118141,3ceb74b707f814a17bcd6a9a3aec51dd,rectangular shaped wooden table with brown and orange color.shelf is provide below. used at homes particularly.,Table,04379243,03063968
118142,5b62582a39681d809699d7bc7fedec1c,A short but long blue wooden table with black bases,Table,04379243,04381587
118140,5b1744a03be753cf3ccbceb68fb352fd,A unique designed brown wooden chair with black base,Chair,03001627,20000027
118139,cf5e67d5e6d7cf03f26f8ea67fbd8269,A long green wooden table tennis table with 6 bases,Table,04379243,04381587
118138,3a8b062c50c0a5b7977a08097a2f2d7,Single dining table with golden metallic colored. Rectangle in shape with 8 seaters.,Table,04379243,20000037
118137,5ef9520bbefc05c9e8b292c1c2152aed,A luxurious looking box type brown wooden tablewith a glass,Table,04379243,04379243
118136,1ef656b0524b755eca6c3f11f48d07ed,A simple fully furnished brown wooden table,Table,04379243,04379243
118135,665511c6bccac090492d9da2668ec34c,A simple white stainless steel chair is great,Chair,03001627,20000020
